,08076500_sim,08076500_obs,08075900_sim,08075900_obs,08076000_sim,08076000_obs,08076180_sim,08076180_obs,08076700_sim,08076700_obs
2017-08-28 11:15:00,86.59841925126608,149.22953600000002,95.8163692565318,249.18784,399.10600458435897,676.77152,266.4460606115599,580.4944,1655.675294899801,
2017-08-28 11:30:00,86.08472111391703,148.09686399999998,90.93554876167046,243.807648,397.54625820507556,673.93984,264.7742626432583,574.83104,1641.9751068648966,
2017-08-28 11:45:00,85.54463274546923,147.813696,86.34698131374408,239.27696,395.8850691317882,662.61312,262.8152419100387,563.50432,1628.245012938697,
2017-08-28 12:00:00,85.08615798070053,146.964192,81.91157912116695,233.896768,394.02359340793026,662.61312,260.5541597516637,546.5142400000001,1614.5401875651764,
2017-08-28 12:15:00,84.67473547668372,146.114688,77.79962190039213,228.799744,392.0032054270219,654.11808,257.9344729358875,535.1875200000001,1600.8374714909137,3511.2832
2017-08-28 12:30:00,84.48132877570826,145.548352,73.97900431340184,223.985888,389.82563199121836,645.6230400000001,255.04669148451987,532.3558400000001,1587.0925774883522,
2017-08-28 12:45:00,84.10602676993602,144.41568,70.32730727966086,218.605696,387.672788763445,648.4547200000001,252.04459166412485,526.6924799999999,1573.590347603221,
2017-08-28 13:00:00,83.61610013111753,144.41568,66.81626772195582,214.641344,385.5207185373671,654.11808,248.6101123535666,521.02912,1560.5920363384437,
2017-08-28 13:15:00,82.96680613925183,144.41568,63.64881839044012,210.96016,387.05298982402525,645.6230400000001,245.04528721892916,506.87072,1547.576190443652,
2017-08-28 13:30:00,83.09288593910802,143.283008,60.51201641172869,211.526496,391.75543234640406,642.7913599999998,241.0970331520408,495.54400000000004,1534.570583941646,
2017-08-28 13:45:00,83.42486440046576,142.716672,57.45732619182373,208.97798400000002,394.1785016283082,639.9596799999998,236.85228210004564,489.88064,1522.1320585519861,
2017-08-28 14:00:00,83.87664309147522,142.433504,54.65045479655377,208.411648,395.4774139868306,639.9596799999998,232.7564542086532,478.55392,1510.4878726994086,
2017-08-28 14:15:00,85.01906862360461,141.867168,52.129933362279736,205.2968,396.052200330548,631.46464,228.84030001582195,470.05888,1500.4929477661271,3624.5504
2017-08-28 14:30:00,86.03898942962432,141.017664,49.90242989200379,202.748288,395.7715488350796,631.46464,224.71073803333567,478.55392,1491.4737163693603,
2017-08-28 14:45:00,87.08983452394672,140.451328,47.642750148306455,201.04928,394.7101234507373,631.46464,220.26117298503308,464.39552000000003,1482.0408577268313,
2017-08-28 15:00:00,88.06585643703059,140.16816,45.15921895877114,199.067104,392.96161229463814,620.13792,216.04025185586644,455.90047999999996,1472.452514636092,
2017-08-28 15:15:00,88.44343513446886,139.88499199999998,42.95173314059829,196.80176,390.7894929852147,614.47456,211.99823838269253,438.9104,1464.5858327912974,
2017-08-28 15:30:00,88.56266669146692,139.88499199999998,41.07591247246261,194.81958400000002,388.3033381225014,614.47456,208.09795971525472,430.41535999999996,1458.380416743111,
2017-08-28 15:45:00,88.8906413552119,139.601824,39.3825176485919,191.98790400000001,386.1200747498465,600.31616,204.86457601381238,424.75199999999995,1452.1930922259899,
